Atualizado em: 2026-08-28
"ICAO Empresa Aérea";"Número Voo";"Código Autorização (DI)";"Código Tipo Linha";"ICAO Aeródromo Origem";"ICAO Aeródromo Destino";"Partida Prevista";"Partida Real";"Chegada Prevista";"Chegada Real";"Situação Voo";"Código Justificativa"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-02 11:35:00";"2025-11-02 11:29:00";"2025-11-02 14:10:00";"2025-11-02 14:06:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-03 11:35:00";"2025-11-03 11:35:00";"2025-11-03 14:10:00";"2025-11-03 14:05:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-06 11:35:00";"2025-11-06 11:26:00";"2025-11-06 14:10:00";"2025-11-06 13:45:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-07 11:35:00";"2025-11-07 11:18:00";"2025-11-07 14:10:00";"2025-11-07 13:46:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-08 11:35:00";"2025-11-08 11:24:00";"2025-11-08 14:10:00";"2025-11-08 14:03:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-09 11:35:00";"2025-11-09 11:17:00";"2025-11-09 14:10:00";"2025-11-09 13:39:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-10 11:35:00";"2025-11-10 11:16:00";"2025-11-10 14:10:00";"2025-11-10 13:41:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-13 11:35:00";"2025-11-13 11:21:00";"2025-11-13 14:10:00";"2025-11-13 13:57:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-14 11:35:00";"2025-11-14 11:17:00";"2025-11-14 14:10:00";"2025-11-14 13:44:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-15 11:35:00";"2025-11-15 11:34:00";"2025-11-15 14:10:00";"2025-11-15 14:00:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-16 11:35:00";"2025-11-16 11:47:00";"2025-11-16 14:10:00";"2025-11-16 14:27:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-17 11:35:00";"2025-11-17 11:47:00";"2025-11-17 14:10:00";"2025-11-17 14:25:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-20 11:35:00";"2025-11-20 11:34:00";"2025-11-20 14:10:00";"2025-11-20 14:02:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-21 11:35:00";"2025-11-21 11:37:00";"2025-11-21 14:10:00";"2025-11-21 14:14:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-22 11:35:00";"2025-11-22 11:33:00";"2025-11-22 14:10:00";"2025-11-22 14:03:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-23 11:35:00";"2025-11-23 11:51:00";"2025-11-23 14:10:00";"2025-11-23 14:25:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-24 11:35:00";"2025-11-24 11:31:00";"2025-11-24 14:10:00";"2025-11-24 14:06:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-27 11:35:00";"2025-11-27 11:19:00";"2025-11-27 14:10:00";"2025-11-27 13:51:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-28 11:35:00";"2025-11-28 11:33:00";"2025-11-28 14:10:00";"2025-11-28 14:28:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-29 11:35:00";"2025-11-29 11:22:00";"2025-11-29 14:10:00";"2025-11-29 13:50:00";"REALIZADO";"N/A"
"LAN";"0406";"0";"I";"SUMU";"SBGR";"2025-11-30 11:35:00";"2025-11-30 11:28:00";"2025-11-30 14:10:00";"2025-11-30 13:58:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-01 15:15:00";"2025-11-01 15:45:00";"2025-11-01 18:00:00";"2025-11-01 18:18:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-02 15:15:00";"2025-11-02 15:16:00";"2025-11-02 18:00:00";"2025-11-02 17:50:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-03 15:15:00";"2025-11-03 15:19:00";"2025-11-03 18:00:00";"2025-11-03 18:04:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-06 15:15:00";"2025-11-06 15:11:00";"2025-11-06 18:00:00";"2025-11-06 18:07:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-07 15:15:00";"2025-11-07 15:13:00";"2025-11-07 18:00:00";"2025-11-07 17:58:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-08 15:15:00";"2025-11-08 15:30:00";"2025-11-08 18:00:00";"2025-11-08 18:13:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-09 15:15:00";"2025-11-09 15:14:00";"2025-11-09 18:00:00";"2025-11-09 18:05:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-10 15:15:00";"2025-11-10 15:12:00";"2025-11-10 18:00:00";"2025-11-10 17:52:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-13 15:15:00";"2025-11-13 15:09:00";"2025-11-13 18:00:00";"2025-11-13 17:47:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-14 15:15:00";"2025-11-14 15:13:00";"2025-11-14 18:00:00";"2025-11-14 18:08:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-15 15:15:00";"2025-11-15 15:25:00";"2025-11-15 18:00:00";"2025-11-15 18:04:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-16 15:15:00";"2025-11-16 15:52:00";"2025-11-16 18:00:00";"2025-11-16 18:34:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-17 15:15:00";"2025-11-17 16:21:00";"2025-11-17 18:00:00";"2025-11-17 18:52:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-20 15:15:00";"2025-11-20 15:33:00";"2025-11-20 18:00:00";"2025-11-20 18:18:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-21 15:15:00";"2025-11-21 15:15:00";"2025-11-21 18:00:00";"2025-11-21 17:53:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-22 15:15:00";"2025-11-22 15:22:00";"2025-11-22 18:00:00";"2025-11-22 18:17:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-23 15:15:00";"2025-11-23 15:28:00";"2025-11-23 18:00:00";"2025-11-23 18:04:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-24 15:15:00";"2025-11-24 15:28:00";"2025-11-24 18:00:00";"2025-11-24 18:04:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-27 15:15:00";"2025-11-27 15:34:00";"2025-11-27 18:00:00";"2025-11-27 18:06:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-28 15:15:00";"2025-11-28 15:29:00";"2025-11-28 18:00:00";"2025-11-28 18:21:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-29 15:15:00";"2025-11-29 15:30:00";"2025-11-29 18:00:00";"2025-11-29 18:07:00";"REALIZADO";"N/A"
"LAN";"0407";"0";"I";"SBGR";"SUMU";"2025-11-30 15:15:00";"2025-11-30 15:22:00";"2025-11-30 18:00:00";"2025-11-30 18:00:00";"REALIZADO";"N/A"
"LAN";"0505";"0";"I";"SBFL";"SCEL";"2025-11-02 16:20:00";"2025-11-02 16:08:00";"2025-11-02 19:58:00";"2025-11-02 19:42:00";"REALIZADO";"N/A"
"LAN";"0506";"0";"I";"SCEL";"SBFL";"2025-11-02 11:57:00";"2025-11-02 11:52:00";"2025-11-02 15:15:00";"2025-11-02 15:09:00";"REALIZADO";"N/A"
"LAN";"0510";"0";"I";"SCEL";"SBFL";"2025-11-01 10:22:00";"2025-11-01 10:21:00";"2025-11-01 13:40:00";"2025-11-01 13:48:00";"REALIZADO";"N/A"
"LAN";"0510";"0";"I";"SCEL";"SBFL";"2025-11-05 10:50:00";"2025-11-05 10:41:00";"2025-11-05 14:10:00";"2025-11-05 13:47:00";"REALIZADO";"N/A"
"LAN";"0510";"0";"I";"SCEL";"SBFL";"2025-11-08 10:22:00";"null";"2025-11-08 13:40:00";"null";"CANCELADO";"N/A"
"LAN";"0510";"0";"I";"SCEL";"SBFL";"2025-11-12 10:22:00";"2025-11-12 10:21:00";"2025-11-12 13:40:00";"2025-11-12 14:10:00";"REALIZADO";"N/A"
"LAN";"0510";"0";"I";"SCEL";"SBFL";"2025-11-15 10:22:00";"2025-11-15 10:22:00";"2025-11-15 13:40:00";"2025-11-15 13:33:00";"REALIZADO";"N/A"
"LAN";"0510";"0";"I";"SCEL";"SBFL";"2025-11-19 10:22:00";"2025-11-19 10:26:00";"2025-11-19 13:40:00";"2025-11-19 13:36:00";"REALIZADO";"N/A"
"LAN";"0510";"0";"I";"SCEL";"SBFL";"2025-11-22 10:22:00";"2025-11-22 10:21:00";"2025-11-22 13:40:00";"2025-11-22 13:54:00";"REALIZADO";"N/A"
"LAN";"0510";"0";"I";"SCEL";"SBFL";"2025-11-26 10:22:00";"2025-11-26 10:17:00";"2025-11-26 13:40:00";"2025-11-26 13:39:00";"REALIZADO";"N/A"
"LAN";"0511";"0";"I";"SBFL";"SCEL";"2025-11-01 14:45:00";"2025-11-01 14:39:00";"2025-11-01 18:23:00";"2025-11-01 18:21:00";"REALIZADO";"N/A"
"LAN";"0511";"0";"I";"SBFL";"SCEL";"2025-11-05 15:15:00";"2025-11-05 14:58:00";"2025-11-05 18:53:00";"2025-11-05 19:09:00";"REALIZADO";"N/A"
"LAN";"0511";"0";"I";"SBFL";"SCEL";"2025-11-08 14:45:00";"null";"2025-11-08 18:23:00";"null";"CANCELADO";"N/A"
"LAN";"0511";"0";"I";"SBFL";"SCEL";"2025-11-12 14:45:00";"2025-11-12 15:10:00";"2025-11-12 18:23:00";"2025-11-12 19:00:00";"REALIZADO";"N/A"
"LAN";"0511";"0";"I";"SBFL";"SCEL";"2025-11-15 14:45:00";"2025-11-15 14:38:00";"2025-11-15 18:23:00";"2025-11-15 18:37:00";"REALIZADO";"N/A"
"LAN";"0511";"0";"I";"SBFL";"SCEL";"2025-11-19 14:45:00";"2025-11-19 14:35:00";"2025-11-19 18:23:00";"2025-11-19 18:07:00";"REALIZADO";"N/A"
"LAN";"0511";"0";"I";"SBFL";"SCEL";"2025-11-22 14:45:00";"2025-11-22 14:57:00";"2025-11-22 18:23:00";"2025-11-22 18:34:00";"REALIZADO";"N/A"
"LAN";"0511";"0";"I";"SBFL";"SCEL";"2025-11-26 14:45:00";"2025-11-26 14:43:00";"2025-11-26 18:23:00";"2025-11-26 18:12:00";"REALIZADO";"N/A"
"LAN";"0515";"0";"I";"SBFL";"SCEL";"2025-11-03 23:55:00";"2025-11-03 23:40:00";"2025-11-04 03:33:00";"2025-11-04 03:26:00";"REALIZADO";"N/A"
"LAN";"0515";"0";"I";"SBFL";"SCEL";"2025-11-07 23:30:00";"2025-11-07 23:45:00";"2025-11-08 03:08:00";"2025-11-08 03:34:00";"REALIZADO";"N/A"
"LAN";"0515";"0";"I";"SBFL";"SCEL";"2025-11-09 23:55:00";"2025-11-09 23:38:00";"2025-11-10 03:33:00";"2025-11-10 03:18:00";"REALIZADO";"N/A"
"LAN";"0515";"0";"I";"SBFL";"SCEL";"2025-11-10 23:55:00";"2025-11-10 23:39:00";"2025-11-11 03:33:00";"2025-11-11 03:23:00";"REALIZADO";"N/A"
"LAN";"0515";"0";"I";"SBFL";"SCEL";"2025-11-14 23:55:00";"2025-11-14 23:39:00";"2025-11-15 03:33:00";"2025-11-15 03:05:00";"REALIZADO";"N/A"
"LAN";"0515";"0";"I";"SBFL";"SCEL";"2025-11-16 23:55:00";"2025-11-16 23:53:00";"2025-11-17 03:33:00";"2025-11-17 03:16:00";"REALIZADO";"N/A"
"LAN";"0515";"0";"I";"SBFL";"SCEL";"2025-11-17 23:55:00";"2025-11-17 23:43:00";"2025-11-18 03:33:00";"2025-11-18 03:10:00";"REALIZADO";"N/A"
"LAN";"0515";"0";"I";"SBFL";"SCEL";"2025-11-21 23:55:00";"2025-11-21 23:38:00";"2025-11-22 03:33:00";"2025-11-22 03:09:00";"REALIZADO";"N/A"
"LAN";"0515";"0";"I";"SBFL";"SCEL";"2025-11-23 23:55:00";"2025-11-23 23:57:00";"2025-11-24 03:33:00";"2025-11-24 03:15:00";"REALIZADO";"N/A"
"LAN";"0515";"0";"I";"SBFL";"SCEL";"2025-11-24 23:55:00";"2025-11-24 23:49:00";"2025-11-25 03:33:00";"2025-11-25 03:13:00";"REALIZADO";"N/A"
"LAN";"0515";"0";"I";"SBFL";"SCEL";"2025-11-26 23:55:00";"2025-11-26 23:49:00";"2025-11-27 03:33:00";"2025-11-27 03:24:00";"REALIZADO";"N/A"
"LAN";"0515";"0";"I";"SBFL";"SCEL";"2025-11-30 23:55:00";"2025-11-30 23:57:00";"2025-12-01 03:33:00";"2025-12-01 03:47:00";"REALIZADO";"N/A"
"LAN";"0516";"0";"I";"SCEL";"SBFL";"2025-11-03 19:32:00";"2025-11-03 19:30:00";"2025-11-03 22:50:00";"2025-11-03 22:39:00";"REALIZADO";"N/A"
"LAN";"0516";"0";"I";"SCEL";"SBFL";"2025-11-07 19:35:00";"2025-11-07 19:27:00";"2025-11-07 22:55:00";"2025-11-07 22:33:00";"REALIZADO";"N/A"
"LAN";"0516";"0";"I";"SCEL";"SBFL";"2025-11-09 19:32:00";"2025-11-09 19:20:00";"2025-11-09 22:50:00";"2025-11-09 22:13:00";"REALIZADO";"N/A"
"LAN";"0516";"0";"I";"SCEL";"SBFL";"2025-11-10 19:37:00";"2025-11-10 19:38:00";"2025-11-10 22:55:00";"2025-11-10 22:36:00";"REALIZADO";"N/A"
"LAN";"0516";"0";"I";"SCEL";"SBFL";"2025-11-14 19:32:00";"2025-11-14 19:25:00";"2025-11-14 22:50:00";"2025-11-14 22:31:00";"REALIZADO";"N/A"
"LAN";"0516";"0";"I";"SCEL";"SBFL";"2025-11-16 19:32:00";"2025-11-16 19:22:00";"2025-11-16 22:50:00";"2025-11-16 22:55:00";"REALIZADO";"N/A"
"LAN";"0516";"0";"I";"SCEL";"SBFL";"2025-11-17 19:37:00";"2025-11-17 19:28:00";"2025-11-17 22:55:00";"2025-11-17 22:51:00";"REALIZADO";"N/A"
"LAN";"0516";"0";"I";"SCEL";"SBFL";"2025-11-21 19:32:00";"2025-11-21 19:27:00";"2025-11-21 22:50:00";"2025-11-21 22:42:00";"REALIZADO";"N/A"
"LAN";"0516";"0";"I";"SCEL";"SBFL";"2025-11-23 19:32:00";"2025-11-23 19:33:00";"2025-11-23 22:50:00";"2025-11-23 23:01:00";"REALIZADO";"N/A"
"LAN";"0516";"0";"I";"SCEL";"SBFL";"2025-11-24 19:37:00";"2025-11-24 19:36:00";"2025-11-24 22:55:00";"2025-11-24 22:56:00";"REALIZADO";"N/A"
"LAN";"0516";"0";"I";"SCEL";"SBFL";"2025-11-26 19:32:00";"2025-11-26 19:38:00";"2025-11-26 22:50:00";"2025-11-26 22:47:00";"REALIZADO";"N/A"
"LAN";"0516";"0";"I";"SCEL";"SBFL";"2025-11-28 19:37:00";"2025-11-28 19:31:00";"2025-11-28 22:55:00";"2025-11-28 22:38:00";"REALIZADO";"N/A"
"LAN";"0516";"0";"I";"SCEL";"SBFL";"2025-11-30 19:32:00";"2025-11-30 19:47:00";"2025-11-30 22:50:00";"2025-11-30 23:22:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-01 01:35:00";"2025-11-01 01:40:00";"2025-11-01 05:25:00";"2025-11-01 05:14:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-06 01:35:00";"2025-11-06 01:45:00";"2025-11-06 05:25:00";"2025-11-06 05:14:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-07 01:20:00";"2025-11-07 01:17:00";"2025-11-07 05:20:00";"2025-11-07 05:02:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-08 01:35:00";"2025-11-08 01:34:00";"2025-11-08 05:25:00";"2025-11-08 05:10:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-09 01:25:00";"2025-11-09 01:24:00";"2025-11-09 05:25:00";"2025-11-09 04:51:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-13 01:35:00";"2025-11-13 01:33:00";"2025-11-13 05:25:00";"2025-11-13 05:17:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-14 01:20:00";"2025-11-14 06:32:00";"2025-11-14 05:20:00";"2025-11-14 10:16:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-15 01:35:00";"2025-11-15 02:26:00";"2025-11-15 05:25:00";"2025-11-15 06:16:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-16 01:25:00";"2025-11-16 01:25:00";"2025-11-16 05:25:00";"2025-11-16 05:15:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-17 01:35:00";"2025-11-17 01:41:00";"2025-11-17 05:35:00";"2025-11-17 05:36:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-20 01:35:00";"2025-11-20 01:32:00";"2025-11-20 05:25:00";"2025-11-20 05:27:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-21 01:25:00";"2025-11-21 01:31:00";"2025-11-21 05:25:00";"2025-11-21 05:30:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-22 01:35:00";"2025-11-22 02:19:00";"2025-11-22 05:25:00";"2025-11-22 05:56:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-23 01:35:00";"2025-11-23 01:32:00";"2025-11-23 05:35:00";"2025-11-23 05:14:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-24 01:35:00";"2025-11-24 01:32:00";"2025-11-24 05:35:00";"2025-11-24 05:30:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-27 01:35:00";"2025-11-27 01:34:00";"2025-11-27 05:25:00";"2025-11-27 05:17:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-28 01:20:00";"2025-11-28 01:36:00";"2025-11-28 05:20:00";"2025-11-28 05:34:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-29 01:35:00";"2025-11-29 01:35:00";"2025-11-29 05:25:00";"2025-11-29 05:30:00";"REALIZADO";"N/A"
"LAN";"0604";"0";"I";"SCEL";"SBGR";"2025-11-30 01:25:00";"2025-11-30 01:36:00";"2025-11-30 05:25:00";"2025-11-30 05:21:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-01 08:35:00";"2025-11-01 08:36:00";"2025-11-01 12:50:00";"2025-11-01 12:47:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-06 08:35:00";"2025-11-06 09:02:00";"2025-11-06 12:50:00";"2025-11-06 13:52:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-07 08:35:00";"2025-11-07 08:44:00";"2025-11-07 12:50:00";"2025-11-07 13:13:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-08 08:35:00";"2025-11-08 08:35:00";"2025-11-08 12:50:00";"2025-11-08 13:23:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-09 08:35:00";"2025-11-09 08:35:00";"2025-11-09 12:50:00";"2025-11-09 13:10:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-13 08:35:00";"2025-11-13 08:44:00";"2025-11-13 12:50:00";"2025-11-13 12:51:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-14 08:35:00";"2025-11-14 11:11:00";"2025-11-14 12:50:00";"2025-11-14 15:23:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-15 08:35:00";"2025-11-15 08:35:00";"2025-11-15 12:50:00";"2025-11-15 12:49:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-16 08:35:00";"2025-11-16 08:41:00";"2025-11-16 12:50:00";"2025-11-16 13:13:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-17 08:35:00";"2025-11-17 08:42:00";"2025-11-17 12:50:00";"2025-11-17 12:50:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-20 08:35:00";"2025-11-20 08:37:00";"2025-11-20 12:50:00";"2025-11-20 12:51:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-21 08:35:00";"2025-11-21 08:32:00";"2025-11-21 12:50:00";"2025-11-21 12:39:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-22 08:35:00";"2025-11-22 08:38:00";"2025-11-22 12:50:00";"2025-11-22 12:42:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-23 08:35:00";"2025-11-23 08:48:00";"2025-11-23 12:50:00";"2025-11-23 12:52:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-24 08:35:00";"2025-11-24 08:56:00";"2025-11-24 12:50:00";"2025-11-24 12:44:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-27 08:35:00";"2025-11-27 09:18:00";"2025-11-27 12:50:00";"2025-11-27 13:24:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-28 08:35:00";"2025-11-28 08:37:00";"2025-11-28 12:50:00";"2025-11-28 13:16:00";"REALIZADO";"N/A"
"LAN";"0605";"0";"I";"SBGR";"SCEL";"2025-11-29 08:35:00";"2025-11-29 08:43:00";"2025-11-29 12:50:00";"2025-11-29 12:50:00";"REALIZADO";"N/A"
"LAN";"0628";"0";"I";"SAEZ";"SBGR";"2025-11-01 21:55:00";"2025-11-01 22:00:00";"2025-11-02 00:40:00";"2025-11-02 00:30:00";"REALIZADO";"N/A"
