Atualizado em: 2026-08-28
"ICAO Empresa Aérea";"Número Voo";"Código Autorização (DI)";"Código Tipo Linha";"ICAO Aeródromo Origem";"ICAO Aeródromo Destino";"Partida Prevista";"Partida Real";"Chegada Prevista";"Chegada Real";"Situação Voo";"Código Justificativa"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-11 12:20:00";"2026-04-11 12:42:00";"2026-04-11 17:10:00";"2026-04-11 17:21:00";"REALIZADO";"N/A"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-12 12:20:00";"2026-04-12 12:21:00";"2026-04-12 17:10:00";"2026-04-12 17:06:00";"REALIZADO";"N/A"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-13 12:20:00";"2026-04-13 12:21:00";"2026-04-13 17:10:00";"2026-04-13 16:57:00";"REALIZADO";"N/A"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-15 12:20:00";"2026-04-15 12:17:00";"2026-04-15 17:10:00";"2026-04-15 16:39:00";"REALIZADO";"N/A"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-17 12:20:00";"2026-04-17 12:18:00";"2026-04-17 17:10:00";"2026-04-17 17:03:00";"REALIZADO";"N/A"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-18 12:20:00";"2026-04-18 12:07:00";"2026-04-18 17:10:00";"2026-04-18 16:52:00";"REALIZADO";"N/A"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-19 12:20:00";"2026-04-19 12:37:00";"2026-04-19 17:10:00";"2026-04-19 17:05:00";"REALIZADO";"N/A"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-20 12:20:00";"2026-04-20 12:20:00";"2026-04-20 17:10:00";"2026-04-20 17:01:00";"REALIZADO";"N/A"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-22 12:20:00";"2026-04-22 12:14:00";"2026-04-22 17:10:00";"2026-04-22 17:07:00";"REALIZADO";"N/A"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-24 12:20:00";"2026-04-24 12:20:00";"2026-04-24 17:10:00";"2026-04-24 17:26:00";"REALIZADO";"N/A"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-25 12:20:00";"2026-04-25 12:20:00";"2026-04-25 17:10:00";"2026-04-25 17:33:00";"REALIZADO";"N/A"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-26 12:20:00";"2026-04-26 12:15:00";"2026-04-26 17:10:00";"2026-04-26 17:19:00";"REALIZADO";"N/A"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-27 12:20:00";"2026-04-27 12:39:00";"2026-04-27 17:10:00";"2026-04-27 17:30:00";"REALIZADO";"N/A"
"LAN";"0716";"0";"I";"SBGL";"SCEL";"2026-04-29 12:20:00";"2026-04-29 12:18:00";"2026-04-29 17:10:00";"2026-04-29 17:02:00";"REALIZADO";"N/A"
"LAN";"0717";"0";"I";"SCEL";"SBGL";"2026-04-01 18:00:00";"2026-04-01 18:00:00";"2026-04-01 22:00:00";"2026-04-01 22:05:00";"REALIZADO";"N/A"
"LAN";"0717";"0";"I";"SCEL";"SBGL";"2026-04-03 18:00:00";"2026-04-03 18:09:00";"2026-04-03 22:00:00";"2026-04-03 22:25:00";"REALIZADO";"N/A"
"LAN";"0717";"0";"I";"SCEL";"SBGL";"2026-04-04 18:00:00";"2026-04-04 17:57:00";"2026-04-04 22:00:00";"2026-04-04 22:00:00";"REALIZADO";"N/A"
"LAN";"0717";"0";"I";"SCEL";"SBGL";"2026-04-05 18:00:00";"2026-04-05 18:18:00";"2026-04-05 22:00:00";"2026-04-05 22:21:00";"REALIZADO";"N/A"
"LAN";"0717";"0";"I";"SCEL";"SBGL";"2026-04-06 18:00:00";"2026-04-06 17:57:00";"2026-04-06 22:00:00";"2026-04-06 22:37:00";"REALIZADO";"N/A"
"LAN";"0717";"0";"I";"SCEL";"SBGL";"2026-04-08 18:00:00";"2026-04-08 18:24:00";"2026-04-08 22:00:00";"2026-04-08 22:23:00";"REALIZADO";"N/A"
"LAN";"0717";"0";"I";"SCEL";"SBGL";"2026-04-10 18:00:00";"2026-04-10 20:49:00";"2026-04-10 22:00:00";"2026-04-11 00:41:00";"REALIZADO";"N/A"
"LAN";"0717";"0";"I";"SCEL";"SBGL";"2026-04-11 18:00:00";"2026-04-11 18:11:00";"2026-04-11 22:00:00";"2026-04-11 22:11:00";"REALIZADO";"N/A"
"LAN";"0717";"0";"I";"SCEL";"SBGL";"2026-04-12 18:00:00";"2026-04-12 18:05:00";"2026-04-12 22:00:00";"2026-04-12 22:14:00";"REALIZADO";"N/A"
"LAN";"0717";"0";"I";"SCEL";"SBGL";"2026-04-13 18:00:00";"2026-04-13 18:12:00";"2026-04-13 22:00:00";"2026-04-13 22:13:00";"REALIZADO";"N/A"
